Gene,Module
CKMT1B,module_6
CTHRC1,module_6
TSR3,module_6
ODAD3,module_6
ZNF653,module_6
RNF166,module_6
ADCYAP1,module_6
CKMT2,module_6
RMI2,module_6
LRRC58,module_6
LYSMD3,module_6
BATF2,module_6
DNTTIP1,module_6
ERCC8,module_6
FOXP4,module_6
ZNF526,module_6
LRRC3B,module_6
KLHDC3,module_6
DNAAF10,module_6
NUS1,module_6
FAM210B,module_6
PHACTR3,module_6
CYYR1,module_6
CMTM5,module_6
PABIR1,module_6
ZMYND19,module_6
COX20,module_6
ABHD15,module_6
TLCD1,module_6
GINM1,module_6
MOGAT1,module_6
ACSM1,module_6
CKS1B,module_6
C8orf34,module_6
RBP7,module_6
SLC26A8,module_6
LYPD1,module_6
CKS2,module_6
ZNF837,module_6
TM4SF18,module_6
GRIN3A,module_6
GRIN3B,module_6
TOP1MT,module_6
OLIG1,module_6
CLNK,module_6
TSEN15,module_6
NIBAN1,module_6
APOA5,module_6
MRGPRE,module_5
MRPL53,module_6
MRPL54,module_6
RPL39L,module_6
HSPA12B,module_6
CNTROB,module_6
SNAP47,module_6
LEAP2,module_6
SLC18B1,module_6
WDR17,module_6
ACAP3,module_6
ARAP2,module_6
ARAP1,module_6
AGAP2,module_6
AGAP1,module_6
AGAP3,module_6
ADCYAP1R1,module_6
TADA1,module_6
CATSPER1,module_6
THEM4,module_6
DACH2,module_6
WFIKKN1,module_6
RAB3IP,module_6
SSX2IP,module_6
PLAAT5,module_6
FTSJ3,module_6
SLC16A10,module_6
GALNT15,module_6
IP6K3,module_6
AP2M1,module_6
AP1S1,module_6
AP2S1,module_6
TMC1,module_6
TMC2,module_6
PARD3B,module_6
RFFL,module_6
AP3S1,module_6
ZNF354B,module_6
CLCA1,module_6
ADD1,module_6
CLCN2,module_6
CLCN5,module_6
UBE2J2,module_6
OLFM3,module_6
ANTXR2,module_6
GPR62,module_6
EXOSC6,module_6
C10orf71,module_6
ZNF511,module_6
CHCHD1,module_6
MSS51,module_6
CFAP70,module_6
CLCN6,module_6
CLCN7,module_6
C10orf90,module_6
BTBD16,module_6
PSTK,module_6
ZNF488,module_6
PIK3AP1,module_6
MORN4,module_6
ZFYVE27,module_6
MMP21,module_1
COMTD1,module_6
FRA10AC1,module_6
ANKRD22,module_6
SFXN2,module_6
ADD2,module_6
CLU,module_6
CLIC1,module_6
CLIC2,module_6
GSTO2,module_6
SFR1,module_6
CLRN3,module_6
CLK1,module_6
ANAPC16,module_6
SFXN4,module_6
CPXM2,module_6
CLK2,module_6
IFTAP,module_6
CLK3,module_6
SERPINA3,module_6
ADD3,module_6
CLN3,module_6
FAT3,module_6
CYP2R1,module_6
CLN5,module_6
POU2AF3,module_6
PIH1D2,module_6
NXPE1,module_6
NXPE2,module_6
JAML,module_6
DNAJC24,module_6
ARL14EP,module_6
CLNS1A,module_6
DEPDC4,module_6
LRRK2,module_6
CLPTM1,module_6
CCDC38,module_6
TMEM52B,module_6
FAM186A,module_6
NOPCHAP1,module_6
CLTA,module_6
CLTB,module_6
LRIG3,module_6
TMEM132D,module_6
SLC15A4,module_6
RHEBL1,module_6
C12orf54,module_6
ZNF641,module_6
TPH2,module_6
CLTC,module_6
SP7,module_6
GTSF1,module_6
NEDD1,module_6
IKBIP,module_6
H4C16,module_6
ERP27,module_6
FGD4,module_6
AEBP2,module_6
ABTB3,module_6
ANO4,module_6
ALKBH2,module_6
FOXN4,module_6
SPPL3,module_6
TEX29,module_6
METTL21EP,module_6
TEX26,module_6
SLAIN1,module_6
TDRD9,module_6
ANKRD9,module_4
AK7,module_6
IFI27L1,module_6
C14orf28,module_6
TRAPPC6B,module_6
CLBA1,module_6
PLD4,module_6
ADSS1,module_6
MRPL52,module_6
LRR1,module_6
KLHDC1,module_6
FRMD6,module_6
SOCS4,module_6
NAA30,module_6
NOXRED1,module_6
JDP2,module_6
ISCA2,module_6
ACOT4,module_6
PLIN2,module_6
CCR1,module_6
TTC8,module_6
TC2N,module_6
SLC24A4,module_6
SLC25A29,module_6
DEGS2,module_6
KLHL33,module_6
LEO1,module_6
C15orf40,module_6
SENP8,module_6
MTFMT,module_6
SLC51B,module_6
TARS3,module_6
LRRC28,module_1
CCR6,module_6
TMEM266,module_6
CCR7,module_6
NIPA1,module_6
AGBL1,module_6
HYKK,module_6
WHAMM,module_6
FSD2,module_6
C16orf46,module_6
ACKR2,module_6
NTAN1,module_6
DNAAF1,module_6
ACSM2A,module_6
DCUN1D3,module_6
NRN1L,module_6
CMTM3,module_6
CMKLR1,module_6
SPATA2L,module_6
SPATA33,module_6
CCDC78,module_6
LTB4R,module_6
IQCK,module_6
ZG16B,module_6
PAQR4,module_6
ZC3H18,module_6
ABCC2,module_6
ANKS3,module_6
SEPTIN12,module_6
KRBOX5,module_6
TMEM219,module_6
EARS2,module_6
SNX20,module_6
TMEM170A,module_6
HSF5,module_6
MSI2,module_6
SLC38A10,module_6
CANT1,module_6
USH1G,module_6
KIF19,module_6
CYB5D1,module_6
OVCA2,module_6
USP43,module_6
KRBA2,module_1
CHCT1,module_6
HEXIM2,module_3
LSM12,module_6
CNTD1,module_6
TMEM132E,module_6
RSKR,module_6
SEZ6,module_6
ANKRD13B,module_6
SLC43A2,module_6
CYB5D2,module_6
C17orf49,module_6
ZFP3,module_6
SPNS2,module_6
MRPL10,module_6
WDR81,module_6
ADH1B,module_6
TBC1D16,module_6
AFMID,module_6
GJD3,module_6
KRT222,module_6
KRT40,module_6
ZSWIM7,module_6
MIEF2,module_6
FAM210A,module_6
LOXHD1,module_6
INO80C,module_6
TTC39C,module_6
DIPK1C,module_6
CNGB1,module_6
CLDND2,module_6
ZNF816,module_5
CNGA1,module_6
ZNF543,module_6
CEACAM20,module_6
RAVER1,module_6
COX6B2,module_5
ACER1,module_6
MICOS13,module_6
TRAPPC5,module_6
OSCAR,module_6
ZNF813,module_6
ZNF441,module_4
ZNF440,module_6
SWSAP1,module_6
CCDC159,module_6
CNGA3,module_6
JOSD2,module_6
IZUMO2,module_6
ALDH16A1,module_6
NTN5,module_6
CNGA4,module_6
NLRP8,module_6
ZNF573,module_6
WDR88,module_6
TMIGD2,module_6
EID2B,module_6
TNFAIP8L1,module_6
ZNF57,module_6
PLK3,module_6
JSRP1,module_6
MOB3A,module_6
MFSD12,module_6
NDUFA11,module_6
MISP,module_6
WTIP,module_6
ZNF792,module_6
NR2C2AP,module_6
HSPB6,module_6
CYP4F22,module_6
RINL,module_6
FBXO27,module_6
CNN2,module_6
PLK5,module_6
ANKLE1,module_6
C2CD4C,module_3
CNN3,module_6
GABPB2,module_6
TCHHL1,module_2
CCDC163,module_6
TDRD10,module_6
SHE,module_6
CNP,module_6
CCSAP,module_6
B3GALT6,module_6
CNR1,module_6
DNAI3,module_6
KLHDC9,module_6
AXDND1,module_6
MAB21L3,module_6
IFFO2,module_6
SLC44A3,module_6
ATXN7L2,module_6
CFAP276,module_6
LYPLAL1,module_6
CNTFR,module_6
ERICH3,module_6
LRRIQ3,module_6
PRXL2B,module_6
MYOM3,module_6
ZNF684,module_6
TCEANC2,module_6
PODN,module_6
LRRC39,module_6
HMGB4,module_6
DNAH14,module_5
ZNF648,module_6
C1orf122,module_6
OSCP1,module_6
C1orf216,module_6
KLHDC7A,module_6
VWA5B1,module_6
UBXN10,module_6
C1orf87,module_6
COL1A2,module_6
ARL8A,module_6
SYT2,module_6
GOLT1A,module_6
FCRLB,module_6
COL2A1,module_6
WDR64,module_6
C1orf131,module_6
LIX1L,module_6
COL3A1,module_6
SPATA17,module_6
COL4A1,module_6
KLF17,module_6
TMEM125,module_6
TSACC,module_5
IQGAP3,module_6
NAXE,module_6
MRPL55,module_6
H2BC26,module_6
DRAM2,module_6
CIMAP3,module_6
C1orf162,module_6
TATDN3,module_6
COL4A2,module_6
NKAIN4,module_6
VSTM2L,module_6
FITM2,module_6
COL4A3,module_6
TSHZ2,module_6
COL4A4,module_6
ZNF831,module_6
TBC1D20,module_6
COL4A5,module_6
SLX4IP,module_6
COL4A6,module_6
DUSP15,module_6
CHMP4B,module_6
PIGU,module_6
COL5A1,module_6
TANGO2,module_6
COL5A2,module_6
ZNF280A,module_6
SGSM1,module_6
EMID1,module_6
COL6A1,module_6
ANKRD54,module_6
PPP1R21,module_6
TRABD2A,module_6
COL6A3,module_6
TMEM150A,module_6
COL7A1,module_6
NUP35,module_6
XIRP2,module_6
TYW5,module_6
COL8A1,module_6
LYG1,module_6
MITD1,module_6
DIS3L2,module_6
COL8A2,module_6
CMPK2,module_6
MBOAT2,module_6
CNTNAP5,module_6
COL9A1,module_6
TMEM18,module_6
COL9A2,module_6
FBLN7,module_6
NEU4,module_6
RBM45,module_1
C2orf73,module_6
BBS5,module_6
CFAP210,module_6
COL9A3,module_6
COL10A1,module_6
ICA1L,module_6
FAM168B,module_6
COL11A1,module_6
RFTN2,module_6
CLHC1,module_6
COL11A2,module_6
PLEKHH2,module_6
COL12A1,module_6
AP1S3,module_6
C2orf76,module_6
SGPP2,module_6
ACVR1C,module_6
OSR1,module_6
COL13A1,module_6
TTC32,module_6
UBR3,module_6
KCTD18,module_6
FLACC1,module_6
ZNF513,module_6
SPATA3,module_6
LYPD6,module_6
LYPD6B,module_6
GALM,module_6
COL15A1,module_6
TMEM198,module_6
ZFAND2B,module_6
COL16A1,module_6
TMEM178A,module_6
CPO,module_6
MDH1B,module_6
COL17A1,module_6
C2orf50,module_6
SLC66A3,module_6
TMEM182,module_6
FBXO36,module_6
MTERF4,module_6
CCDC148,module_6
M1AP,module_6
COL19A1,module_6
CPNE4,module_6
MIX23,module_6
KCNH8,module_6
DNAJC19,module_6
COMT,module_6
KLHL40,module_6
TRIM71,module_6
FAM131A,module_6
CD200R1,module_6
CHCHD4,module_6
ZDHHC19,module_6
DCBLD2,module_6
LRRC15,module_6
FAM43A,module_6
KLF6,module_6
TPRA1,module_6
TMEM42,module_6
SLC31A1,module_6
SLC31A2,module_6
ERICH6,module_6
NUDT16,module_6
COL6A6,module_6
TMEM207,module_6
METTL6,module_6
TAMM41,module_6
RTP1,module_6
GLYCTK,module_6
PPM1M,module_6
C3orf49,module_6
SYNPR,module_6
H1-8,module_6
OCIAD2,module_6
C4orf33,module_6
PABPC4L,module_6
CORT,module_6
MAP3K8,module_6
LIN54,module_6
SPATA18,module_6
COX4I1,module_6
FAM241A,module_6
GNPDA2,module_6
SPATA4,module_6
CPEB2,module_6
EVC2,module_6
COX5B,module_6
ARL9,module_6
AASDH,module_6
PDCL2,module_6
C4orf36,module_6
ADM,module_6
PACRGL,module_6
TRAM1L1,module_6
ENPP6,module_6
SLC9B2,module_6
SETD9,module_6
IL31RA,module_6
EMB,module_6
SLCO6A1,module_6
C5orf47,module_6
PPARGC1B,module_6
MROH2B,module_6
EGFLAM,module_6
PRRC1,module_6
NADK2,module_6
UGT3A1,module_6
COX6A1,module_6
JMY,module_6
C5orf58,module_6
CCDC127,module_6
ADORA1,module_6
COX6B1,module_6
UBE2QL1,module_6
CFAP90,module_6
ATPSCKMT,module_6
CMBL,module_6
POU5F2,module_6
AFAP1L1,module_6
GRPEL2,module_6
LSM11,module_6
POC5,module_6
STARD4,module_6
NUDCD2,module_6
COX6C,module_6
ACOT12,module_6
SOWAHA,module_6
SHROOM1,module_1
C5orf24,module_6
COX7A1,module_6
ADAT2,module_6
COX7A2,module_6
RIPPLY2,module_6
IRAK1BP1,module_6
CLVS2,module_6
COX7B,module_6
STXBP5,module_6
COX7C,module_6
COX8A,module_6
NCOA7,module_6
PACRG,module_6
SDHAF4,module_1
COX10,module_6
CD109,module_6
RAET1E,module_6
PM20D2,module_6
SRSF12,module_6
COX11,module_6
CP,module_6
MUCL3,module_6
TMEM139,module_6
NOBOX,module_6
ADORA2B,module_6
CPB1,module_6
ZNF786,module_6
CPB2,module_6
CPD,module_6
COL26A1,module_6
PRSS37,module_6
C7orf57,module_6
CPE,module_6
SVOPL,module_6
MTPN,module_6
LRGUK,module_6
CLDN3,module_6
MPLKIP,module_6
CPM,module_6
SSC4D,module_6
SPMIP4,module_6
CPOX,module_6
CPS1,module_6
CPT2,module_6
NDUFAF6,module_6
TMEM68,module_4
CR1,module_6
TMEM71,module_6
SGCZ,module_6
ADHFE1,module_6
UBXN2B,module_6
PXDNL,module_6
GPAT4,module_6
UNC5D,module_6
LETM2,module_6
CR2,module_6
DCAF4L2,module_6
RALYL,module_6
HGSNAT,module_6
RNF183,module_6
CRABP1,module_2
NACC2,module_6
PIERCE1,module_6
CARNMT1,module_6
CRABP2,module_6
C9orf85,module_6
CFAP95,module_6
DIPK1B,module_6
CRAT,module_6
PTRH1,module_6
PIP5KL1,module_6
CREB1,module_6
PTPDC1,module_6
ARID3C,module_6
RPP25L,module_6
SPATA31G1,module_6
OR13C5,module_6
ATF6B,module_6
OR1L8,module_6
OR1N2,module_6
CREBL2,module_6
CREM,module_6
SLITRK4,module_6
SPANXN3,module_6
MAGEC3,module_6
BEND2,module_6
DCAF12L1,module_6
DGKK,module_6
CRH,module_6
PWWP3B,module_6
FAM199X,module_6
AMER1,module_6
CRHBP,module_6
HDX,module_6
FUNDC1,module_6
ADGRG4,module_6
CRHR1,module_6
PTCHD1,module_6
PPP4R3C,module_6
CRHR2,module_6
MAGEE2,module_6
CRIP1,module_4
CRIP2,module_6
GAB3,module_6
PNCK,module_6
ZFP92,module_6
RBMXL3,module_6
SPIN4,module_6
CRKL,module_6
AAMP,module_6
ADORA3,module_6
CRMP1,module_6
RPS4Y2,module_6
TCP10L,module_6
HAPLN1,module_6
MUC17,module_6
ASB5,module_6
ASB7,module_6
ASB9,module_6
MYL6B,module_6
ZNF358,module_6
MYO3B,module_6
RNF32,module_6
S100A16,module_6
CHODL,module_6
TCEAL2,module_6
CRX,module_6
SELENOM,module_6
NEK7,module_6
ZFP28,module_6
SLC32A1,module_6
C20orf96,module_6
ZBTB46,module_6
WFDC3,module_6
NOL4L,module_6
CBLN4,module_6
CTCFL,module_6
TRIM69,module_6
MROH8,module_6
CRY1,module_6
SAMD10,module_6
ABHD16B,module_6
CCM2L,module_6
BRI3BP,module_6
MTCL2,module_6
RIMS4,module_6
MACROD2,module_6
DYNLL2,module_6
TMEM37,module_6
UBE2F,module_6
ADAMTS14,module_6
NRSN1,module_6
SMCR8,module_6
CRY2,module_6
TRPM6,module_6
KRT72,module_6
SRXN1,module_6
ROMO1,module_6
NEURL2,module_6
ZSWIM3,module_6
NANP,module_6
ISM1,module_6
RIPOR3,module_6
SIRPA,module_6
PABPC5,module_6
CNBD2,module_6
ADPRH,module_6
CRYAB,module_6
CRYBA2,module_6
CRYBA4,module_6
CRYBB1,module_6
CRYBB2,module_2
CRYBB3,module_6
CRYGA,module_6
CRYGC,module_6
CRYGD,module_6
MIB2,module_6
DUSP19,module_6
ITLN2,module_6
RAB40A,module_6
ASB15,module_6
ASB14,module_6
ASB12,module_6
CRYGS,module_6
CRYM,module_6
SAMD8,module_6
CRYZ,module_6
LIPJ,module_6
TRUB1,module_6
PARP4,module_6
MPP7,module_6
FRMPD2,module_6
VTI1A,module_6
MAPK14,module_6
EIF5AL1,module_6
HECTD2,module_6
FGFBP3,module_6
SPMIP5,module_6
CACUL1,module_6
SYT9,module_6
LDLRAD3,module_6
PSMA8,module_6
CSF1,module_6
XRRA1,module_6
CSF1R,module_6
UBQLNL,module_6
FAM76B,module_6
SESN3,module_6
PIWIL4,module_6
CSF2RA,module_6
ARHGAP42,module_6
KBTBD3,module_6
CWF19L2,module_6
POGLUT3,module_6
CSF2RB,module_6
LAYN,module_6
CSF3,module_6
SPINDOC,module_6
PLEKHA7,module_6
SPTY2D1,module_6
TMEM86A,module_6
DNHD1,module_6
PRICKLE1,module_6
AMDHD1,module_6
SLC2A14,module_6
BCDIN3D,module_6
ALG10B,module_6
GLIPR1L2,module_6
RFLNA,module_6
ETFRF1,module_6
CPNE8,module_6
TMEM120B,module_6
CFAP251,module_6
GLT1D1,module_6
TSPAN19,module_6
BEST3,module_6
E2F7,module_6
CSK,module_6
CFAP54,module_6
A2ML1,module_6
KICS2,module_6
C12orf60,module_6
FBXL14,module_6
RAD9B,module_6
PHETA1,module_6
FAM216B,module_6
LACC1,module_6
B3GLCT,module_6
RDH12,module_6
PRIMA1,module_6
MIPOL1,module_6
CSNK1D,module_6
PPP1R36,module_6
SLC38A6,module_6
CSNK1E,module_6
ARMH4,module_6
ABHD12B,module_6
PTGR2,module_6
FAM161B,module_6
CSNK1G2,module_6
ISM2,module_1
CEP128,module_6
MDP1,module_6
TTC7B,module_6
LRFN5,module_6
LYSMD4,module_6
FAM81A,module_6
GCOM1,module_6
PIERCE2,module_6
PGPEP1L,module_6
C15orf61,module_6
HAPLN3,module_6
MESP2,module_6
CSNK2A2,module_6
TMCO5A,module_6
NRG4,module_6
ADRA1D,module_6
CSNK2B,module_6
ZSCAN29,module_6
CDAN1,module_6
SLC38A8,module_6
VWA3A,module_6
ZFP90,module_6
VCAN,module_6
CARMIL2,module_6
KCTD19,module_6
CMTM4,module_6
CMTM2,module_6
BEAN1,module_6
TEKT5,module_6
NCAN,module_6
FBXL16,module_6
GSG1L,module_6
CSPG4,module_6
SLC22A31,module_6
IL34,module_6
ZNF597,module_6
BICDL2,module_6
TMED6,module_6
CSRP1,module_6
ZNF785,module_6
ZNF688,module_6
PRSS36,module_6
C16orf89,module_6
DNAAF8,module_6
CSRP2,module_6
MGAT5B,module_6
TOM1L2,module_6
TEPSIN,module_6
RBFOX3,module_6
CD300LF,module_6
DNAH2,module_6
RTN4RL1,module_6
SLC25A10,module_6
SLC47A2,module_3
CFAP52,module_5
PIK3R6,module_6
SLFN13,module_6
CD300LG,module_6
KIF18B,module_6
RUNDC1,module_6
EME1,module_6
ADRA1B,module_6
TMEM199,module_6
PROCA1,module_6
DHRS13,module_6
CST3,module_6
TMC8,module_6
KRT25,module_6
STARD6,module_6
CBLN2,module_6
CST6,module_6
ANKRD29,module_6
APCDD1,module_6
CSTA,module_6
CSTB,module_6
VSIG10L,module_6
SPACA6,module_1
ZNF480,module_6
ZNF534,module_6
ZNF578,module_6
SMIM17,module_3
C19orf18,module_6
ZNF418,module_6
ZNF417,module_6
ZNF548,module_6
PPM1N,module_6
CSTF1,module_5
IGSF23,module_6
LYPD4,module_6
ZNF560,module_6
TMEM190,module_6
TMC4,module_6
CSTF2,module_6
ZNF524,module_6
ZNF784,module_6
ZNF563,module_6
SPC24,module_6
CSTF3,module_6
DACT3,module_6
SIX5,module_6
IGFL2,module_6
ZNF420,module_6
ZNF565,module_6
ZNF582,module_6
ZNF583,module_6
FAM98C,module_6
CAPN12,module_6
DPY19L3,module_6
ADRA1A,module_6
TTC9B,module_6
TICAM1,module_6
ZNF599,module_6
PROSER3,module_5
ZNF558,module_6
CDC42EP5,module_6
ZNF98,module_2
ZNF738,module_6
ZNF714,module_6
ZNF681,module_6
C19orf25,module_6
DIRAS1,module_6
ZNF555,module_6
ZNF569,module_6
ZNF570,module_6
SYT6,module_6
C1orf74,module_6
C1orf127,module_6
SAMD11,module_6
C1orf52,module_6
PHF13,module_6
CIART,module_6
TLCD4,module_6
NBPF4,module_6
UBE2U,module_6
CTBP1,module_6
ANKRD35,module_6
B3GALNT2,module_6
MFSD4A,module_6
GCSAML,module_6
SLC30A7,module_6
CCDC27,module_6
CTF1,module_6
KNCN,module_6
MOB3C,module_6
GLIS1,module_6
CCN2,module_6
NBPF12,module_6
RC3H1,module_6
ZNF362,module_6
CTH,module_6
CNIH3,module_6
MANEAL,module_6
NTMT2,module_6
FAM78B,module_6
SHISA4,module_6
EXOC8,module_6
PDIK1L,module_6
BNIPL,module_6
CFAP57,module_6
CTNNA1,module_6
SRARP,module_6
CTNNA2,module_6
RNF187,module_6
PYHIN1,module_6
SPATA45,module_6
CTNS,module_6
SHLD1,module_6
COMMD7,module_6
LSM14B,module_6
AANAT,module_6
ADRA2A,module_6
CTNND1,module_6
LCA5L,module_6
IGSF5,module_6
CTNND2,module_6
SLC9B1,module_6
AIFM3,module_6
YDJC,module_6
C22orf15,module_6
HSCB,module_6
CCDC117,module_6
HORMAD2,module_6
DUSP18,module_6
C22orf42,module_6
DNAJB7,module_5
CHADL,module_6
MEI1,module_6
NFAM1,module_6
PNPLA5,module_6
CDPF1,module_6
TTL,module_6
CKAP2L,module_6
ZNG1B,module_6
TEKT4,module_6
SMYD1,module_6
C2orf15,module_6
OTOS,module_6
COPS9,module_6
COMMD1,module_6
PROM2,module_1
ANKAR,module_6
FBXO41,module_6
IFT70B,module_6
GPAT2,module_6
ITPRIPL1,module_3
FAM117B,module_6
TCF23,module_6
GAREM2,module_6
PUS10,module_6
SEPTIN10,module_6
PLB1,module_6
ZNF385B,module_6
ERFE,module_6
ARL6IP6,module_6
METTL21A,module_6
CCNYL1,module_6
CTSH,module_6
KLHL23,module_6
PPP1R1C,module_6
SGO2,module_6
C2CD6,module_6
SLC38A11,module_6
CTSK,module_6
LRATD1,module_6
RMDN2,module_6
CTSL,module_6
GDF7,module_6
CTSV,module_6
ASPRV1,module_6
UPP2,module_6
GPR155,module_6
TTC14,module_6
DTX3L,module_5
TAFA4,module_6
SGO1,module_6
PP2D1,module_6
EFHB,module_6
PPM1L,module_6
WDR49,module_6
LRRC34,module_6
CPNE9,module_6
DPPA2,module_4
CCDC80,module_6
BTLA,module_6
CTSO,module_6
CCDC12,module_6
MB21D2,module_6
ADRA2C,module_6
CTSS,module_6
XXYLT1,module_6
GLIPR2,module_6
ROPN1B,module_6
ZCWPW2,module_6
NEK10,module_6
CCDC50,module_6
SPICE1,module_6
CTSZ,module_6
CCDC13,module_6
NCBP2AS2,module_6
FGD5,module_6
CUX1,module_6
CNTN4,module_6
CX3CR1,module_6
IGSF11,module_6
ZNF827,module_6
CXADR,module_6
SH3D19,module_6
NFXL1,module_6
NIPAL1,module_6
PAQR3,module_6
SHISA3,module_6
SCFD2,module_6
MGAT4D,module_6
ZNF595,module_6
JAKMIP1,module_6
CYB5A,module_6
THAP6,module_6
KLB,module_6
FAM53A,module_6
SPMIP2,module_6
TRMT44,module_6
ADRB1,module_6
RASGEF1B,module_6
DAB2IP,module_6
SLC38A9,module_6
SLC36A2,module_6
CREBRF,module_6
CEP120,module_6
SLC25A48,module_6
TMEM167A,module_6
MBLAC2,module_6
TMEM161B,module_6
CYB561,module_6
SRFBP1,module_6
PLEKHG4B,module_6
CYBA,module_6
ZMAT2,module_6
MARVELD2,module_6
IRX2,module_6
BTNL9,module_6
CYBB,module_6
ARSK,module_6
FAM81B,module_6
TTC23L,module_6
CYC1,module_6
CCDC112,module_6
PRELID2,module_6
SH3RF2,module_6
PLAC8L1,module_6
RNF145,module_6
ADRB2,module_6
SNRNP48,module_6
CNKSR3,module_6
SAMD3,module_6
SLC2A12,module_6
MBOAT1,module_6
PNLDC1,module_6
RNF217,module_6
NKAIN2,module_6
CYP1A1,module_6
CFAP206,module_6
CYP1A2,module_6
CCDC167,module_6
CYP1B1,module_3
RUNDC3B,module_6
ABCA13,module_6
BMT2,module_6
CLEC2L,module_6
FMC1,module_6
AMOT,module_6
CYP2A6,module_2
VKORC1L1,module_6
AMOTL1,module_6
IQUB,module_6
KCTD7,module_6
CYP2A7,module_6
TMEM213,module_6
GIMAP8,module_2
CRYGN,module_6
ZNF425,module_6
ATP6V0E2,module_6
AMZ1,module_6
METTL27,module_3
VPS37D,module_6
RBM33,module_6
AGR3,module_6
CYP2C19,module_6
CYP2C8,module_6
GRK2,module_6
CYP2D7,module_6
CYP2D6,module_6
GRK3,module_6
CYP2E1,module_6
PRAG1,module_6
CYP2J2,module_6
PEBP4,module_6
CDCA2,module_6
TMEM65,module_6
RDH10,module_6
ESCO2,module_6
FBXO16,module_6
LRATD2,module_6
CFAP418,module_6
TDRP,module_3
ERICH1,module_6
CYP3A5,module_6
TMEM74,module_6
FAM91A1,module_6
C8orf48,module_6
CLVS1,module_6
KCNU1,module_6
SBSPON,module_6
CYP4A11,module_6
CAMSAP1,module_6
ADSL,module_6
LINGO2,module_5
MAMDC4,module_6
AK8,module_6
TTLL11,module_6
RASEF,module_6
CYP8B1,module_6
TTC39B,module_6
TRMT10B,module_6
TTC16,module_6
FAM120AOS,module_6
CYP11A1,module_6
FREM1,module_6
SPAAR,module_6
ZNF483,module_6
SHOC1,module_6
KIAA1958,module_6
TSTD2,module_6
ZNF782,module_6
FAAH2,module_6
ZXDB,module_6
MOSPD2,module_6
ARHGAP36,module_6
RIBC1,module_6
AKAP14,module_6
CYP19A1,module_6
RHOXF1,module_6
ZDHHC15,module_6
USP51,module_6
CYP21A2,module_6
TCEAL6,module_6
ADSS2,module_6
CXorf38,module_6
PABIR2,module_6
PABIR3,module_6
HSFY2,module_6
USP54,module_6
CYP27A1,module_6
SLC35G1,module_6
DEUP1,module_6
AP2A1,module_6
DAB1,module_6
DAB2,module_6
C11orf65,module_6
DACH1,module_6
LDHAL6A,module_6
C11orf42,module_6
DAD1,module_6
TMTC2,module_6
CD55,module_6
TMTC3,module_6
ALDH1L2,module_6
LMNTD1,module_6
DAG1,module_6
DGKA,module_6
DGKB,module_6
SLC5A8,module_6
PPTC7,module_6
CCDC63,module_6
CCDC60,module_6
DGKG,module_6
DGKH,module_6
GPR180,module_6
DGKQ,module_6
AP2A2,module_6
DAO,module_6
DAP,module_6
GARIN2,module_6
TMEM229B,module_6
SYNE3,module_6
CLEC14A,module_6
DAPK1,module_6
FITM1,module_6
TMEM30B,module_6
MDGA2,module_6
SAMD15,module_6
NOP9,module_6
EML5,module_6
STRC,module_6
DARS1,module_6
CFAP161,module_6
TBC1D21,module_6
DAXX,module_6
OTUD7A,module_6
SPRED1,module_6
CIMAP1C,module_6
DAZL,module_6
ADAL,module_6
EXD1,module_6
FSIP1,module_6
ZFPM1,module_6
AP1B1,module_6
BRINP1,module_6
ITPRIPL2,module_6
DBI,module_6
ZFP1,module_6
ANKFN1,module_6
SLFN5,module_6
NAGS,module_6
RETREG3,module_6
RHBDL3,module_6
TRPV3,module_6
SLC16A11,module_6
ZNF519,module_6
C18orf54,module_6
DBN1,module_6
DBP,module_6
ZNF836,module_6
ZNF610,module_6
ZNF600,module_6
ZNF320,module_6
ZNF497,module_6
ZNF550,module_6
ZNF296,module_6
ZNF846,module_6
OR7D2,module_6
DCC,module_6
ZNF579,module_6
ZNF564,module_6
ZNF709,module_6
ZNF433,module_6
ZNF114,module_6
ZNF567,module_6
ZNF383,module_6
EID2,module_4
ZNF780B,module_6
PRR22,module_6
LGI4,module_6
SYNE4,module_6
ECI1,module_6
ZNF676,module_6
ZNF100,module_6
ZNF540,module_6
DENND2C,module_6
DCK,module_6
GBP6,module_6
DCN,module_6
PLPPR5,module_6
DENND1B,module_6
ACE,module_6
IFNLR1,module_6
CITED4,module_6
SPRR4,module_6
KANK4,module_6
SASS6,module_6
DCT,module_6
SDE2,module_6
FAM43B,module_6
AP1G1,module_6
HFM1,module_5
PAQR7,module_6
DCX,module_6
DDB1,module_6
DDB2,module_6
LRRN4,module_6
TTLL9,module_6
DDC,module_6
AKR1C1,module_6
AKR1C2,module_6
WBP2NL,module_6
GADD45A,module_6
DAW1,module_6
LONRF2,module_6
DDIT3,module_6
AEBP1,module_6
DDOST,module_6
CCDC138,module_6
ADGRF3,module_6
TOGARAM2,module_6
DDT,module_6
FAM171B,module_6
DDX1,module_6
UBXN2A,module_3
DDX3X,module_6
DQX1,module_6
DDX6,module_6
PARP15,module_6
SPTSSB,module_6
DMXL1,module_6
DHX8,module_6
RNF168,module_6
TLE5,module_6
DHX9,module_6
CHST13,module_6
DDX10,module_6
DDX11,module_6
KBTBD12,module_6
AFG2A,module_6
BBS12,module_6
DHX15,module_6
DECR1,module_6
DCLK2,module_6
ADGRA3,module_6
FREM3,module_6
MMAA,module_6
