Gene,Module
TRIM35,module_6
PEG10,module_6
FOXO3,module_6
ZNF423,module_6
ZC3H13,module_6
ARHGAP26,module_6
TTLL5,module_6
SIPA1L3,module_6
IQSEC2,module_6
CDK19,module_6
ZBTB43,module_6
AKR1B1,module_6
FOXO3B,module_6
MCF2L2,module_6
TBC1D2B,module_6
FSTL4,module_6
MRPS27,module_6
RAP1GAP2,module_6
DDN,module_6
TNRC6B,module_6
CUL9,module_6
NFASC,module_6
TOGARAM1,module_6
NPIPB3,module_6
HIC2,module_6
FLG,module_6
ATP10B,module_6
CAMTA2,module_6
COLGALT2,module_6
PLXND1,module_6
FLI1,module_6
ATG2A,module_6
GPATCH8,module_6
RAD54L2,module_6
PHF8,module_6
KDM6B,module_6
EPB41L3,module_6
SMC5,module_6
N4BP3,module_6
ZZEF1,module_6
ANKLE2,module_6
LRCH1,module_6
ZC3H3,module_6
NACAD,module_6
FCHO1,module_6
MLANA,module_6
FRMD4B,module_6
GRAMD4,module_6
CIC,module_6
NCDN,module_6
CLCC1,module_6
SEPTIN6,module_6
TBC1D9,module_6
FLNA,module_6
WDR43,module_6
SNX13,module_6
MAPK8IP3,module_6
GGA3,module_6
MPRIP,module_6
NUP205,module_6
STAB1,module_6
RTF1,module_6
SLC35D1,module_6
FLNB,module_6
TTLL12,module_6
GPD1L,module_6
ABRAXAS2,module_6
METAP1,module_6
ZCCHC14,module_6
LPIN1,module_6
PASK,module_6
RGL1,module_6
FLNC,module_6
RFTN1,module_6
DIP2A,module_6
LARP4B,module_6
RCOR1,module_6
PHLDB1,module_6
KANK1,module_6
UBXN4,module_6
ATG4B,module_6
GANAB,module_6
FBXL7,module_6
MDN1,module_6
FAF2,module_6
PSME4,module_6
GSE1,module_6
FAM168A,module_6
PMPCA,module_6
PLEKHM2,module_6
SYT11,module_6
MLC1,module_6
FLT1,module_6
JMJD6,module_6
ZC3H4,module_6
SULF1,module_6
XPO6,module_6
TBC1D1,module_6
ZFR2,module_1
NBEAL2,module_6
FBXO28,module_6
FLT3,module_6
DTX4,module_6
RHOBTB2,module_6
RRP12,module_6
SYNE2,module_6
NUP210,module_6
PLCL2,module_6
FLT3LG,module_6
VPS13A,module_6
SEL1L3,module_6
TBC1D12,module_6
EXOC6B,module_6
DNAJC9,module_6
SIK2,module_6
PLCB1,module_6
ARC,module_6
PHLPP1,module_6
TMEM131L,module_6
PACS2,module_6
COBL,module_6
ANKRD28,module_6
PDS5A,module_6
ASTN2,module_6
BOP1,module_6
KATNIP,module_6
RPRD2,module_6
ATP11A,module_6
MINAR1,module_6
OTUD3,module_6
ANKRD12,module_6
KAZN,module_6
MTCL1,module_6
SCFD1,module_6
DENND5A,module_6
DDHD2,module_6
MCF2L,module_6
ZC3H7B,module_6
EXOC7,module_6
ADGRL2,module_6
DNMBP,module_6
MGA,module_6
FMO2,module_6
TSPYL4,module_6
CAMSAP2,module_6
CLEC16A,module_6
POFUT2,module_6
KLHL18,module_6
CLUH,module_6
NUP160,module_6
MTUS2,module_6
CSTF2T,module_6
WWC1,module_6
AGTPBP1,module_6
IQCE,module_6
FMO4,module_2
SMG6,module_6
ANKS1A,module_6
MGRN1,module_6
BICD2,module_6
FMO5,module_6
ATMIN,module_6
WSCD1,module_6
KIF13B,module_6
UBR2,module_2
NEMP1,module_6
FKBP15,module_6
ICOSLG,module_6
SIN3B,module_6
DMXL2,module_6
SATB2,module_6
SLC9A8,module_6
CUX2,module_6
TUT4,module_6
FMR1,module_6
RPGRIP1L,module_1
WASHC4,module_6
USP22,module_6
NEDD4L,module_6
SASH1,module_6
TBC1D30,module_6
TTC28,module_6
CLASP1,module_6
DPY19L1,module_6
SZT2,module_6
WDR7,module_6
SYNM,module_6
JADE2,module_6
VPS39,module_6
AFF2,module_6
ESYT1,module_6
SYNE1,module_6
SMCHD1,module_6
PHF24,module_6
FN1,module_6
KHNYN,module_6
UBR4,module_6
HAUS5,module_6
VPS8,module_6
ANGEL1,module_6
USP24,module_6
ENTREP2,module_6
FNBP4,module_6
ZNF629,module_6
PSD3,module_6
OBSL1,module_6
MATCAP2,module_6
LARP1,module_6
PPP1R13B,module_6
PUM2,module_6
ARHGEF18,module_6
TNS2,module_6
CRTC1,module_6
UFL1,module_6
RRP8,module_6
ICE1,module_6
SRGAP2,module_6
SMG5,module_6
AHCYL2,module_6
MAU2,module_6
NCSTN,module_6
NUDCD3,module_6
SIK3,module_6
MED13L,module_6
FNTA,module_6
ADNP,module_6
LARS2,module_6
PIP5K1C,module_6
NCAPH,module_5
PPWD1,module_6
CTDNEP1,module_6
ATP13A2,module_6
FRAT2,module_6
FBXO46,module_6
EXOSC2,module_6
COTL1,module_6
SIRT5,module_6
SIRT4,module_6
SIRT1,module_6
COMMD3,module_6
NCS1,module_6
ZFPM2,module_6
KCNH4,module_6
KCNH3,module_6
MLYCD,module_6
CRB1,module_1
FNTB,module_6
ITGB3BP,module_6
TMED3,module_6
TDRD7,module_6
GRIP1,module_6
SLC7A8,module_6
RYBP,module_6
AP4E1,module_6
GPR161,module_6
RHOQ,module_6
HARS2,module_6
SLC35A3,module_6
SLC44A1,module_6
SF3B3,module_4
ANGPTL2,module_6
ABCB10,module_6
ABCB9,module_6
FOLH1,module_6
ABCA6,module_6
ICMT,module_6
GCAT,module_6
CBX6,module_6
NPTXR,module_6
PHF3,module_6
CAPN7,module_6
ETHE1,module_6
QPRT,module_6
BRD4,module_6
SEC11A,module_6
ISCU,module_6
FOLR1,module_6
SEC61G,module_6
PES1,module_6
TGDS,module_6
LEPROTL1,module_6
CES3,module_6
CBX7,module_6
HEY2,module_6
HAAO,module_6
MACF1,module_6
FOLR2,module_6
DAAM2,module_6
ZFYVE26,module_6
BICRAL,module_6
LRRC8B,module_6
TTC9,module_6
KCTD2,module_6
NUP188,module_6
SCRIB,module_6
SPIDR,module_6
MORC3,module_6
SLC39A14,module_6
R3HDM1,module_6
RPL13A,module_6
KAT6B,module_6
CABIN1,module_6
SRRM2,module_6
ARHGAP45,module_6
ACAP2,module_6
FOS,module_6
NNT,module_6
MMD,module_6
PIK3R5,module_6
TNPO3,module_6
ADAT1,module_6
SLC16A8,module_6
FOSB,module_6
SEC14L2,module_6
MAPK8IP2,module_6
RBFOX2,module_6
ATP6V0A2,module_6
SYNGR4,module_6
LILRA4,module_6
FOSL2,module_6
PSD4,module_6
RASD2,module_6
CDK20,module_6
TSPAN12,module_6
TSPAN15,module_6
PIGN,module_6
SNAPIN,module_6
FPGS,module_6
GTPBP4,module_6
CHST5,module_3
DDAH2,module_6
ZNF346,module_6
PADI4,module_6
FPR1,module_6
DDAH1,module_6
CDC42EP4,module_6
CCNDBP1,module_6
SMUG1,module_6
TMEM50A,module_6
RIGI,module_6
ELP5,module_1
CARHSP1,module_6
FPR3,module_6
PDSS1,module_6
LEMD3,module_6
HEBP2,module_6
ORC6,module_6
ORC3,module_6
OPN3,module_6
AMACR,module_6
CLEC5A,module_6
DAPK2,module_6
CD2AP,module_6
PHLDA3,module_6
ZIM2,module_6
NTSR2,module_6
BACE1,module_6
FAM89B,module_6
KCNE5,module_6
CA14,module_6
KPNA6,module_5
SSBP2,module_6
NUP62,module_6
DNAAF11,module_6
HSPBP1,module_6
LDOC1,module_6
LY96,module_6
EDC4,module_6
PPP1R15A,module_6
PLD3,module_6
ARFIP2,module_6
SSBP3,module_6
POLA2,module_6
PLXNB2,module_6
SLC7A11,module_6
LSM5,module_6
PLA2G15,module_6
ZKSCAN5,module_6
CEMIP2,module_6
TMEFF2,module_6
STX12,module_6
SMPX,module_6
SH3BP4,module_6
SGK3,module_6
PRKD3,module_6
KCNE4,module_6
CADM1,module_6
GSPT2,module_6
SHPK,module_6
TMEM245,module_6
EID1,module_6
NPAP1,module_6
BHMT2,module_6
AIPL1,module_6
SDF2L1,module_6
PPIL2,module_6
PITPNB,module_6
PISD,module_6
OSBP2,module_6
MAFF,module_6
IL17RA,module_6
FLRT3,module_6
FLRT2,module_6
FLRT1,module_6
FKBP8,module_6
BRD1,module_6
ARHGAP8,module_6
POTEH,module_6
BCL2L13,module_6
ALK,module_6
ALOX12,module_6
FXN,module_6
ABCA4,module_6
ALOX5,module_6
ALOX5AP,module_6
KIF4A,module_6
IFIT5,module_6
EML2,module_6
FTSJ1,module_6
LAMP5,module_6
TFIP11,module_6
CLDN15,module_6
FJX1,module_6
PRPF6,module_6
ZNF318,module_6
TP53TG3,module_6
ALOX12B,module_6
FRK,module_6
SPDYA,module_6
CNPY4,module_6
ATP6V1C2,module_6
CNOT6L,module_6
GAS2L2,module_6
AKR7L,module_6
CDC26,module_6
SLC17A8,module_6
AFG1L,module_6
PELI3,module_6
POLR2J2,module_6
STH,module_6
SPESP1,module_6
ALOX15B,module_6
MTOR,module_6
ALPI,module_6
FRZB,module_6
ALPL,module_6
CENPI,module_6
FSHR,module_6
NR5A2,module_6
FTH1,module_6
ABL1,module_6
FTL,module_6
FUCA1,module_6
FUCA2,module_6
FUS,module_6
FUT1,module_6
FUT2,module_6
FUT4,module_6
TMEM9,module_6
ZNF396,module_6
NEIL2,module_6
STXBP4,module_6
FNDC5,module_6
FUT8,module_6
HEPACAM2,module_6
TECRL,module_6
EPHX4,module_6
SERHL2,module_6
ACKR1,module_6
RICTOR,module_6
FYB1,module_6
EIF4E1B,module_6
FYN,module_6
IPMK,module_6
FZD2,module_6
SLC25A30,module_6
LCLAT1,module_6
CADM2,module_6
ZNF620,module_6
ANKRD18A,module_6
IFI6,module_6
MMS22L,module_6
EBF3,module_6
WDR27,module_6
CERS6,module_6
MSRB3,module_6
ZDHHC20,module_6
G6PD,module_6
ANGPTL5,module_6
KCTD13,module_6
METAP1D,module_2
UBN2,module_6
LRRC43,module_6
BRWD3,module_6
EHBP1L1,module_6
TSGA10IP,module_6
RNF169,module_3
CALHM5,module_6
LCORL,module_6
AKNAD1,module_6
PHYHD1,module_6
ZDHHC24,module_6
MCM9,module_6
PROSER2,module_6
SLC41A1,module_6
MEIOB,module_6
NUDT8,module_6
XRCC6,module_6
LYG2,module_6
VXN,module_6
GAA,module_6
NAALADL2,module_6
TMEM256,module_6
ZDHHC23,module_6
GAB1,module_6
MORN5,module_6
OR1L4,module_6
MPV17L,module_6
TMEM86B,module_6
CBARP,module_6
GABPA,module_6
CFAP65,module_6
TMCO4,module_6
CFAP299,module_6
TXNDC8,module_6
MCOLN2,module_6
ANKK1,module_6
LRRC57,module_6
MYADML2,module_6
GABPB1,module_6
EPGN,module_6
LHFPL7,module_6
MBLAC1,module_6
TCP11L2,module_6
GABRA1,module_6
ZNF718,module_6
RASGEF1C,module_6
RNF144B,module_6
GABRA2,module_6
ELMOD2,module_6
GABRA3,module_6
COL24A1,module_6
OOSP1,module_6
GABRA4,module_6
NPNT,module_6
DYNLT2B,module_6
PDZD9,module_6
INAFM1,module_6
SMCO1,module_6
GABRA5,module_6
C19orf38,module_6
BCL6B,module_6
CNEP1R1,module_6
SYT14,module_6
PAN3,module_6
ANKRD31,module_6
ZNF549,module_2
COL6A5,module_6
GABRB2,module_6
SYCE2,module_6
TMEM196,module_6
HMCN2,module_6
STEAP1B,module_6
NUDT14,module_6
GABRD,module_6
NATD1,module_6
CCDC110,module_6
LMNTD2,module_3
GK5,module_6
EML3,module_6
CCDC197,module_6
SCML4,module_6
GABRE,module_6
ST6GALNAC3,module_6
MFSD8,module_6
TMEM151A,module_6
GABRG1,module_6
TCERG1L,module_6
GABRG2,module_6
BCLAF3,module_6
GABRG3,module_6
GLIPR1L1,module_6
MAP7D2,module_6
WDR72,module_6
C10orf67,module_6
GABRR1,module_6
NPB,module_6
KANK3,module_6
SUN3,module_6
SERINC5,module_6
GABRR2,module_6
TINCR,module_6
FRMD3,module_6
CATSPERE,module_6
PLCXD2,module_6
GAD1,module_2
ZNF683,module_2
ARHGAP30,module_6
RNF214,module_6
C9orf43,module_6
CFAP126,module_6
NEGR1,module_6
GAD2,module_6
SHPRH,module_6
CFAP184,module_6
KLHL34,module_6
UTS2B,module_6
SNX33,module_6
TAB3,module_6
C2orf72,module_6
FAM133B,module_6
KIAA1549L,module_6
SHC2,module_6
HYPK,module_6
SLC24A2,module_6
C22orf31,module_6
TBC1D22A,module_6
CBY1,module_6
SUN2,module_6
DSTYK,module_6
RASGRP3,module_6
RAD54B,module_1
TMEM59L,module_6
NGEF,module_6
CIZ1,module_6
PGLS,module_6
QPCT,module_6
BRI3,module_6
ZNF324,module_6
GAK,module_6
SLC39A6,module_6
GCA,module_6
LMOD1,module_6
SPDEF,module_6
LSM4,module_6
BAMBI,module_6
RHBDD3,module_6
TTLL1,module_6
GALC,module_6
SAMM50,module_6
ATXN10,module_6
TNFAIP8,module_6
TAFA5,module_6
GALE,module_6
MTO1,module_6
DNAJB5,module_6
TPSG1,module_6
PRDX5,module_6
BACE2,module_6
FBXL2,module_6
B4GALNT1,module_6
SULT4A1,module_6
HECTD1,module_6
NBPF14,module_6
MGAT4C,module_6
NIPBL,module_6
RAB26,module_6
COG4,module_6
GALK1,module_6
TMT1A,module_6
ABTB2,module_6
ASF1A,module_6
YIPF3,module_6
ANAPC13,module_6
PARM1,module_6
GALK2,module_1
ZNF345,module_6
TECPR1,module_6
ARMC8,module_6
DCAF12,module_6
FAM149A,module_6
BRMS1,module_6
CATSPERZ,module_6
WHRN,module_6
USP49,module_6
ABHD14A,module_6
PRKD2,module_6
SUMF2,module_6
NEPRO,module_6
RPL36,module_6
SPEF1,module_6
MXRA5,module_6
DCAF13,module_6
GALNS,module_6
TMEM186,module_6
CHRDL2,module_6
POLR1A,module_6
POC1A,module_6
GALNT1,module_6
ABI3BP,module_6
PAMR1,module_6
TRIM58,module_6
PLEKHG4,module_1
INTS7,module_6
RNF19A,module_6
GALNT2,module_6
IFFO1,module_6
CCDC28A,module_6
MTHFD1L,module_6
OLFML2B,module_6
CNOT10,module_3
ANAPC15,module_6
TMEM158,module_6
AHCTF1,module_6
GALNT3,module_6
DPCD,module_6
C1orf43,module_6
POT1,module_6
RTTN,module_6
NDUFAF3,module_6
THUMPD3,module_6
ALS2CL,module_6
NCR3,module_6
GALT,module_5
NELFB,module_6
ZDHHC5,module_6
HSPA12A,module_6
ATL3,module_6
SGMS1,module_6
NALCN,module_6
TMIE,module_6
MYRIP,module_6
ZNF521,module_6
NOL11,module_6
ASPM,module_6
SOSTDC1,module_6
GEMIN5,module_6
TAS2R31,module_6
TAS2R30,module_6
TAS2R20,module_6
GAMT,module_6
PTPN23,module_6
SPATA31F1,module_6
CLIC4,module_6
NIPSNAP3A,module_6
NSL1,module_6
WWTR1,module_6
HEATR5A,module_6
SAMHD1,module_4
FAM98A,module_6
SIN3A,module_6
DNAAF9,module_6
NECTIN3,module_6
ZNF385A,module_6
KBTBD2,module_6
SYF2,module_6
GANC,module_6
RWDD3,module_6
PNKD,module_6
SEC31B,module_6
KANK2,module_6
GAP43,module_6
ADGRA2,module_6
NUDT13,module_6
VIRMA,module_6
C2CD2,module_6
GAPDH,module_6
SH2B1,module_6
UNC50,module_6
PARS2,module_6
MMACHC,module_6
EGFL6,module_6
TIPARP,module_6
NECAP1,module_6
CHMP2B,module_6
DHRS7B,module_6
AAR2,module_6
DNAH1,module_6
NGDN,module_6
KRT23,module_5
TSKU,module_6
HINFP,module_6
SNED1,module_6
HIGD1A,module_6
REXO2,module_6
IBTK,module_6
TBC1D10B,module_6
RNF167,module_6
MOXD1,module_6
GORASP2,module_6
C2CD3,module_6
TKFC,module_6
ZZZ3,module_6
TENM4,module_6
NSMF,module_6
L3MBTL1,module_6
FAM32A,module_6
LRIG1,module_6
UPF2,module_6
LRP10,module_6
TMEM98,module_6
PTCD1,module_6
PCDHGA12,module_6
ACOT11,module_6
CYP4X1,module_6
PLEKHG3,module_6
OSBPL3,module_6
SUSD5,module_6
ATRNL1,module_3
IPCEF1,module_6
GLCE,module_6
SIPA1L1,module_6
CHD5,module_6
SS18L1,module_6
SETBP1,module_6
MAGI3,module_6
UBXN7,module_6
PYDC1,module_6
LRRTM2,module_6
CNTNAP2,module_6
ZNF500,module_6
SLITRK5,module_6
PPP1R16B,module_6
DNM3,module_6
AUTS2,module_6
RAB11FIP5,module_6
GIGYF2,module_6
ERC2,module_6
APPL1,module_6
HACL1,module_6
RAI14,module_6
LSM14A,module_6
RTL8A,module_6
CFAP61,module_6
ARHGEF26,module_6
GPSM1,module_6
ABHD12,module_6
HERC4,module_6
CCDC9,module_6
PTPN20,module_6
EDRF1,module_6
WIPI2,module_6
PYGO1,module_6
CCDC69,module_6
TANC2,module_6
LDLRAP1,module_6
PRPF31,module_6
EPC2,module_6
TCTN3,module_6
FGFR1OP2,module_6
KIFBP,module_6
TRPC4AP,module_6
SERBP1,module_6
TES,module_6
ZBTB20,module_6
TTLL3,module_6
IRF2BP1,module_6
TRAF3IP1,module_6
LRRC32,module_6
NAT9,module_6
ZNF337,module_6
ABCA12,module_6
NOC2L,module_6
RSL1D1,module_6
GIMAP2,module_6
IFT172,module_6
MTG2,module_6
RGS22,module_6
PCDHB5,module_6
SENP3,module_6
GARS1,module_6
TIPRL,module_6
STEAP2,module_3
INTS1,module_6
NPHP4,module_6
LYSET,module_6
GART,module_6
GAS1,module_6
FBXW2,module_6
PTPN22,module_6
GAS2,module_5
GMEB2,module_6
SPAG8,module_6
PITPNC1,module_6
GAS6,module_6
OR2F1,module_6
GAS8,module_6
ARL5A,module_6
PHGDH,module_6
STAP1,module_6
B3GAT3,module_6
TIAM2,module_6
FBXO2,module_6
FBXL6,module_6
FBXL5,module_6
FBXL4,module_6
GATA2,module_6
FAM50B,module_6
OR2L2,module_6
OR2K2,module_6
KLHL3,module_6
GATA3,module_6
KCNG2,module_6
CLEC4E,module_6
OPTC,module_6
CABYR,module_6
NKX2-8,module_6
BLOC1S6,module_6
FBXW8,module_6
FBXO25,module_6
FBXO24,module_6
TSPAN17,module_6
FBXO22,module_6
SLC13A4,module_6
FBXO10,module_6
FBXO8,module_6
FBXO6,module_6
FBXO5,module_6
FBXO4,module_6
HIBCH,module_6
VPS33B,module_6
TINF2,module_6
SACS,module_6
GATM,module_6
IL1RAPL2,module_6
FGF20,module_6
ERAL1,module_6
ARFGAP3,module_6
ANKRD2,module_6
AK5,module_6
GBA1,module_6
GALNT8,module_6
MYCBP,module_6
SERGEF,module_6
EHF,module_6
GBGT1,module_6
GBE1,module_6
GBP1,module_6
GAPDHS,module_6
GBP2,module_6
GBP3,module_6
GNL3,module_6
FAM162A,module_6
GCDH,module_6
GCG,module_6
GCH1,module_6
GCHFR,module_6
GCK,module_6
GCKR,module_6
LHX6,module_6
PTPN18,module_6
BLOC1S1,module_6
NUPR1,module_6
PPP1R14B,module_6
KAT2A,module_6
NR6A1,module_6
AMELX,module_2
GCNT1,module_6
NARF,module_6
SLC17A5,module_6
CNNM4,module_6
CNNM3,module_6
CNNM1,module_6
HEYL,module_6
MYOF,module_6
GCNT2,module_6
CHIC2,module_6
INTS6,module_6
TIMM13,module_6
TIMM10,module_6
TIMM9,module_6
TIMM8B,module_6
AGO1,module_6
LATS2,module_6
GCSH,module_6
AATF,module_6
RGS17,module_6
SRPK3,module_6
PCOLCE2,module_6
OSTF1,module_6
BSCL2,module_6
GREM1,module_6
CKAP2,module_6
MRPL46,module_6
MSTN,module_6
TBL2,module_1
GDF9,module_6
ELP4,module_6
GDF10,module_6
GDI2,module_6
OR7A5,module_6
SEC14L3,module_6
BRD3OS,module_6
BEST4,module_6
HS6ST3,module_6
MDGA1,module_6
NPAS4,module_6
NAP1L5,module_6
GEM,module_6
ADGRF1,module_6
GFAP,module_6
PGBD2,module_6
ATP5MGL,module_6
GFER,module_6
OR2H1,module_6
GFRA1,module_6
OR1J2,module_6
NUFIP1,module_6
GFRA2,module_6
RPS6KC1,module_6
SH3YL1,module_6
HAVCR1,module_6
GGCX,module_6
GGT1,module_1
GGTA1,module_6
B4GALT1,module_6
GGT7,module_6
GGT5,module_6
STEAP1,module_6
OPLAH,module_6
GHR,module_6
RANBP6,module_6
COPG2,module_6
HBP1,module_6
GIPR,module_6
GJA1,module_6
CHORDC1,module_6
ZNF285,module_6
SEC22A,module_6
AP3M1,module_6
PABPC1,module_6
AKAP8L,module_6
TRUB2,module_6
GPR160,module_6
ABL2,module_6
DNAJC2,module_6
USP21,module_6
FGF22,module_6
GJA4,module_5
TPK1,module_6
KCNV1,module_6
BEX3,module_6
DNAI1,module_6
GJA5,module_6
FOXB1,module_6
GJA8,module_6
MLH3,module_6
NPHP3,module_6
ATP2C1,module_6
ACAD8,module_6
TRMT2A,module_6
PKD2L2,module_6
LAT,module_6
UTP25,module_6
PELP1,module_6
GJB1,module_6
GJB2,module_6
ANKRD1,module_6
NSG1,module_6
PPA2,module_6
GHITM,module_6
DAPP1,module_6
VPS41,module_6
LAMP3,module_6
TSPAN13,module_6
LYPD3,module_6
B9D1,module_6
RPUSD2,module_6
MTBP,module_6
FOXP1,module_6
B3GAT1,module_6
UQCRQ,module_6
GJB5,module_6
CACNG4,module_6
TRAPPC3,module_6
TAF5L,module_6
CLUL1,module_6
AMPD2,module_6
GK,module_6
CACYBP,module_6
ARRDC2,module_6
ZBTB11,module_6
DMAC2L,module_6
SDCBP2,module_6
NALF2,module_6
BBC3,module_6
PDE7B,module_6
DKK4,module_6
DKK2,module_6
INPP5J,module_6
AFF4,module_6
CYTH4,module_6
HSPB7,module_6
INVS,module_6
SNX5,module_6
CPNE7,module_6
KCNH5,module_6
TJP3,module_6
MORC1,module_6
PALD1,module_6
FILIP1,module_6
FAM184B,module_6
DENND2A,module_6
STK36,module_6
CPAMD8,module_6
INTU,module_6
ZNF777,module_6
BRPF3,module_6
RSPH14,module_6
NDOR1,module_6
AGO2,module_6
NAAA,module_6
SALL3,module_6
GLS2,module_6
PRELID1,module_6
GLA,module_6
SLC39A1,module_6
SIGLEC9,module_6
SIGLEC8,module_6
VPS4A,module_6
DISC1,module_6
GPC3,module_6
IL17B,module_6
GPR82,module_1
HCAR1,module_6
GLB1,module_6
C5AR2,module_6
SERP1,module_6
NMRK2,module_6
GNMT,module_6
SULT1C4,module_6
COQ2,module_5
ARFIP1,module_6
ARHGEF16,module_6
GPKOW,module_6
GPR162,module_6
BBS9,module_6
TNFRSF21,module_6
CHMP2A,module_6
SESN1,module_6
AHDC1,module_6
RNF115,module_6
NFU1,module_6
ERLEC1,module_6
MMADHC,module_6
KLHL20,module_6
PCDH17,module_6
CSDC2,module_6
CNTN6,module_6
LSM1,module_6
TEKT2,module_6
SRPX2,module_6
VENTX,module_6
RND1,module_6
GCLC,module_6
R3HCC1L,module_6
DIMT1,module_6
DHDH,module_6
PDLIM3,module_6
TP53TG5,module_3
CRCP,module_6
ADAMDEC1,module_6
AMPH,module_6
ZNF544,module_6
APEX2,module_6
RBMS3,module_6
MOCS3,module_6
ZNF330,module_5
GLDC,module_6
RAB30,module_6
PGAP2,module_6
RBMX,module_6
BHLHE22,module_6
TOX3,module_6
TNRC6A,module_6
PCDH11X,module_6
ANGPTL3,module_6
GLE1,module_6
RPS6KA6,module_6
ZNF638,module_6
GOLIM4,module_2
P2RY10,module_6
EIF3K,module_6
HTATSF1,module_6
UBE2S,module_6
PRPF19,module_6
GLG1,module_6
UTP20,module_6
RRP7A,module_6
PCSK1N,module_6
KCNMB4,module_6
TOR1B,module_6
MCAT,module_6
APOBEC3C,module_6
DESI1,module_6
GLI2,module_6
GLI3,module_6
GLI4,module_6
GLO1,module_6
BIN1,module_6
GLP1R,module_6
GLRA1,module_6
GLRA2,module_6
HTRA2,module_6
GLRB,module_6
MAT2B,module_6
TOR2A,module_6
POLM,module_6
TMEM121B,module_6
HDHD5,module_6
CECR2,module_6
PCLO,module_6
GLRX,module_6
GLUD1,module_6
AMT,module_6
GLUL,module_6
GM2A,module_6
GMDS,module_6
GMPR,module_6
GNA12,module_6
GNA15,module_6
GNAI1,module_6
GNAI2,module_6
GNAI3,module_6
GNB3,module_6
GNG3,module_6
GNG4,module_6
GNG5,module_6
GNG7,module_6
AMY2A,module_6
GNG10,module_6
GNG11,module_6
GNRH1,module_6
GNRHR,module_6
GNS,module_6
ABO,module_6
AMY2B,module_4
GOLGA1,module_6
GOLGA2,module_6
GOLGB1,module_6
GOT1,module_6
SELENOH,module_6
GP1BB,module_6
GP9,module_6
GPC1,module_6
GPD1,module_6
GPD2,module_6
GPI,module_6
GPLD1,module_6
PPP2R3B,module_6
SLCO4A1,module_6
SLCO3A1,module_6
GPM6B,module_6
CMKLR2,module_6
CCR10,module_6
AQP11,module_6
GPR3,module_6
OR51B5,module_6
GPR4,module_6
POC1B,module_6
ZNF311,module_6
XCR1,module_6
C10orf53,module_6
FUOM,module_6
JAKMIP3,module_6
STK32C,module_6
BLOC1S2,module_6
RBM20,module_6
ANG,module_6
MKX,module_6
NPBWR1,module_6
CSNK2A3,module_6
OR51V1,module_6
SLC25A45,module_6
BCL9L,module_6
DRC12,module_6
CDH20,module_6
KLHL35,module_6
KCTD21,module_6
CRACR2B,module_6
TMEM80,module_6
CCDC88B,module_6
TTC9C,module_6
HARBI1,module_6
IGSF22,module_6
OLFML1,module_6
OTOGL,module_6
CD163L1,module_6
ZNF740,module_6
RASSF3,module_6
ANKRD52,module_6
SPRYD4,module_6
ADGRD1,module_6
MORN3,module_1
PRLHR,module_6
DPY19L2,module_6
GAS2L3,module_6
MYO1H,module_6
KSR2,module_6
REDIC1,module_6
MUC19,module_6
GPR12,module_6
SIAH3,module_6
KCNRG,module_6
TMEM272,module_6
SLC46A3,module_6
GPR137C,module_6
PROX2,module_6
ZDHHC22,module_6
CEP170B,module_6
TEDC1,module_6
SLC24A5,module_6
PRTG,module_6
GOLGA6L2,module_6
SAXO2,module_6
PLA2G4D,module_6
GPR15,module_6
FBXL22,module_6
NOMO2,module_6
TERB1,module_6
CES4A,module_6
EXOC3L1,module_6
NPW,module_6
PGP,module_4
C16orf54,module_6
INO80E,module_6
NUDT7,module_6
ZNF843,module_6
UQCC4,module_6
FADS6,module_6
TSEN54,module_6
UBALD2,module_6
TMEM235,module_6
ANGPT1,module_6
GPR17,module_5
CCDC57,module_6
HEXD,module_6
VMO1,module_6
C17orf58,module_6
MILR1,module_6
RNF227,module_6
CDRT4,module_6
KANSL1,module_6
FAM171A2,module_6
MEIOC,module_6
TTLL6,module_6
NEK8,module_6
PIGW,module_6
C17orf78,module_6
GPR18,module_6
CISD3,module_6
SLC13A5,module_6
TMEM102,module_6
CAVIN1,module_2
SLC26A11,module_6
ENDOV,module_6
GDPD1,module_6
NDUFAF8,module_6
GPR19,module_6
METRNL,module_6
LAMA1,module_6
KCTD1,module_6
SIGLEC15,module_2
PTGR3,module_6
SMIM21,module_6
HMSD,module_6
SSC5D,module_6
ZNF547,module_6
ZIK1,module_6
ZNF776,module_6
ZSCAN1,module_6
ZNF780A,module_6
ACTMAP,module_6
PRR19,module_6
TMEM145,module_6
ZNF575,module_6
LYPD5,module_6
ZNF283,module_1
PPP1R37,module_6
NKPD1,module_6
TPRX1,module_6
MAMSTR,module_6
ZNF615,module_6
ZNF841,module_6
ZNF763,module_3
ZNF844,module_6
GPR21,module_6
SCGB2B2,module_6
WDR62,module_6
VSTM1,module_6
TMEM150B,module_6
SMIM24,module_6
NWD1,module_6
SLC25A42,module_6
ZNF493,module_6
CIMAP1D,module_6
TAFA3,module_6
RIIAD1,module_6
GPR22,module_6
OR2L13,module_6
SLC9C2,module_6
NBPF15,module_6
LPAR4,module_6
CYB561D1,module_6
ANKRD34A,module_6
EPHA10,module_6
ZNF326,module_6
BTBD8,module_6
MCHR1,module_6
RIMKLA,module_6
SLC25A34,module_6
C20orf204,module_6
C20orf203,module_6
GPR26,module_6
SEC14L4,module_6
SH2D6,module_6
NT5DC4,module_6
CCDC150,module_6
ANGPT2,module_6
